Passenger_ID,Sex,Age,Occupation,Frequent Flier
7355,F,78,Business,Yes
7356,F,27,Teaching,No
7357,F,71,Business,No
7358,F,3,Teaching,No
7359,M,8,Teaching,Yes
7360,F,79,Doctor,Yes
7361,M,67,Home Maker,No
7362,F,25,Teaching,Yes
7363,M,75,Business,No
7364,M,59,Home Maker,Yes
7365,F,38,Doctor,Yes
7366,M,13,Doctor,No
7367,M,83,Home Maker,No
7368,M,76,Business,Yes
7369,M,41,Teaching,Yes
7370,M,51,Service,No
7371,M,6,Doctor,Yes
7372,M,20,Business,Yes
7373,M,73,Home Maker,Yes
7374,F,43,Business,Yes
7375,F,59,Doctor,Yes
7376,F,4,Doctor,Yes
7377,F,24,Business,No
7378,M,9,Business,No
7379,M,69,Home Maker,Yes
7380,F,48,Teaching,No
7381,F,73,Doctor,Yes
7382,F,23,Business,Yes
7383,F,2,Doctor,Yes
7384,M,4,Teaching,Yes
7385,F,47,Doctor,Yes
7386,M,8,Service,Yes
7387,F,77,Business,Yes
7388,F,16,Home Maker,No
7389,F,12,Doctor,No
7390,M,42,Service,No
7391,F,21,Business,Yes
7392,F,48,Doctor,No
7393,M,41,Service,No
7394,F,75,Teaching,Yes
7395,F,7,Service,No
7396,F,15,Business,Yes
7397,M,70,Business,No
7398,F,72,Business,No
7399,F,8,Business,Yes
7400,F,61,Business,No
7401,M,51,Doctor,No
7402,M,71,Home Maker,Yes
7403,F,16,Teaching,No
7404,F,78,Business,No
7405,M,10,Business,Yes
7406,M,28,Teaching,Yes
7407,F,59,Teaching,Yes
7408,F,62,Business,Yes
7409,M,33,Business,No
7410,M,30,Business,No
7411,M,15,Teaching,Yes
7412,M,65,Teaching,No
7413,F,3,Home Maker,Yes
7414,F,29,Business,Yes
7415,M,16,Home Maker,Yes
7416,M,64,Teaching,Yes
7417,F,41,Home Maker,No
7418,F,17,Doctor,No
7419,M,6,Home Maker,Yes
7420,F,39,Teaching,Yes
7421,M,22,Home Maker,No
7422,M,24,Home Maker,Yes
7423,M,82,Business,No
7424,M,16,Teaching,No
7425,M,62,Service,No
7426,M,45,Service,No
7427,F,0,Teaching,No
7428,F,6,Teaching,Yes
7429,M,12,Home Maker,Yes
7430,F,56,Doctor,Yes
7431,F,56,Home Maker,Yes
7432,M,21,Doctor,Yes
7433,F,50,Teaching,Yes
7434,F,46,Service,No
7435,F,72,Home Maker,No
7436,M,29,Teaching,No
7437,M,26,Business,No
7438,F,28,Teaching,Yes
7439,M,71,Service,Yes
7440,F,12,Home Maker,Yes
7441,M,31,Teaching,Yes
7442,M,21,Business,Yes
7443,F,33,Home Maker,No
7444,M,72,Home Maker,No
7445,M,1,Doctor,Yes
7446,M,37,Doctor,No
7447,F,46,Service,No
7448,F,23,Doctor,No
7449,F,13,Doctor,Yes
7450,M,19,Doctor,Yes
7451,M,62,Service,Yes
7452,M,40,Business,Yes
7453,M,68,Business,No
7454,F,53,Business,No
7455,M,35,Home Maker,Yes
7456,F,43,Business,Yes
7457,F,46,Doctor,No
7458,M,74,Business,No
7459,F,69,Teaching,Yes
7460,F,73,Home Maker,No
7461,M,81,Doctor,No
7462,M,71,Doctor,No
7463,F,13,Teaching,No
7464,M,28,Teaching,No
7465,F,48,Doctor,No
7466,F,24,Home Maker,Yes
7467,F,38,Service,No
7468,M,42,Business,Yes
7469,F,74,Doctor,Yes
7470,M,16,Business,Yes
7471,F,68,Service,No
7472,M,9,Teaching,No
7473,M,33,Teaching,Yes
7474,M,53,Home Maker,No
7475,M,66,Doctor,No
7476,F,21,Doctor,No
7477,F,57,Home Maker,Yes
7478,M,9,Service,No
7479,F,14,Service,No
7480,F,70,Home Maker,No
7481,F,73,Business,No
7482,F,35,Teaching,No
7483,M,11,Doctor,Yes
7484,F,77,Service,Yes
7485,M,83,Home Maker,Yes
7486,F,66,Doctor,Yes
7487,M,80,Doctor,Yes
7488,M,4,Business,Yes
7489,M,56,Teaching,No
7490,M,9,Service,No
7491,F,78,Service,Yes
7492,F,9,Doctor,Yes
7493,F,32,Home Maker,Yes
7494,F,60,Teaching,No
7495,F,39,Service,No
7496,M,73,Business,Yes
7497,M,47,Service,Yes
7498,F,81,Service,Yes
7499,F,38,Service,Yes
7500,F,63,Home Maker,Yes
7501,F,13,Business,Yes
7502,M,21,Home Maker,No
7503,F,52,Business,No
7504,M,36,Service,Yes
7505,F,18,Home Maker,No
7506,M,23,Service,Yes
7507,M,28,Business,No
7508,F,4,Home Maker,No
7509,M,45,Home Maker,No
7510,F,7,Service,No
7511,F,54,Teaching,Yes
7512,M,64,Teaching,No
7513,M,78,Service,Yes
7514,F,35,Home Maker,Yes
7515,M,0,Service,Yes
7516,F,72,Home Maker,No
7517,F,72,Home Maker,Yes
7518,M,64,Service,No
7519,M,5,Home Maker,Yes
7520,F,74,Service,Yes
7521,F,14,Doctor,No
7522,F,56,Teaching,Yes
7523,M,56,Service,No
7524,M,69,Doctor,Yes
7525,M,9,Service,No
7526,F,28,Doctor,Yes
7527,F,67,Service,No
7528,F,57,Teaching,No
7529,M,53,Teaching,No
7530,M,72,Business,Yes
7531,M,37,Doctor,Yes
7532,M,42,Doctor,No
7533,F,43,Home Maker,No
7534,F,65,Teaching,Yes
7535,M,43,Service,Yes
7536,F,49,Home Maker,No
7537,M,76,Teaching,No
7538,F,34,Service,No
7539,M,30,Service,Yes
7540,M,15,Teaching,No
7541,M,18,Teaching,Yes
7542,M,24,Business,Yes
7543,M,34,Home Maker,Yes
7544,F,18,Home Maker,No
7545,M,17,Service,Yes
7546,F,1,Home Maker,Yes
7547,M,37,Service,No
7548,M,63,Doctor,No
7549,F,55,Service,No
7550,F,10,Teaching,No
7551,F,14,Home Maker,No
7552,F,78,Business,No
7553,F,47,Service,Yes
7554,F,74,Service,Yes
7555,M,50,Teaching,Yes
7556,F,21,Teaching,Yes
7557,M,55,Business,Yes
7558,F,25,Teaching,No
7559,M,17,Home Maker,Yes
7560,F,32,Business,No
7561,M,26,Home Maker,Yes
7562,M,16,Doctor,Yes
7563,M,22,Service,No
7564,F,50,Service,Yes
7565,F,66,Business,Yes
7566,F,67,Business,No
7567,F,13,Teaching,No
7568,F,76,Teaching,Yes
7569,F,4,Business,No
7570,F,64,Service,No
7571,M,77,Doctor,Yes
7572,F,44,Business,No
7573,M,48,Business,Yes
7574,M,65,Teaching,Yes
7575,F,10,Doctor,Yes
7576,M,52,Home Maker,Yes
7577,F,71,Doctor,No
7578,M,50,Service,Yes
7579,M,13,Teaching,Yes
7580,M,67,Doctor,Yes
7581,F,13,Doctor,Yes
7582,F,14,Business,Yes
7583,M,29,Teaching,No
7584,M,23,Home Maker,No
7585,F,30,Home Maker,No
7586,M,65,Doctor,Yes
7587,F,69,Business,Yes
7588,F,6,Doctor,No
7589,M,15,Service,Yes
7590,F,52,Business,Yes
7591,M,11,Home Maker,Yes
7592,F,11,Business,Yes
7593,F,10,Home Maker,No
7594,M,45,Doctor,No
7595,M,80,Service,No
7596,M,26,Business,No
7597,F,79,Service,No
7598,M,34,Teaching,Yes
7599,M,59,Home Maker,No
7600,F,13,Home Maker,No
7601,M,45,Home Maker,Yes
7602,F,43,Service,No
7603,M,20,Doctor,Yes
7604,M,49,Teaching,Yes
7605,M,14,Business,No
7606,F,1,Service,No
7607,M,41,Business,Yes
7608,M,83,Doctor,No
7609,M,79,Service,Yes
7610,F,33,Teaching,Yes
7611,M,46,Home Maker,Yes
7612,F,41,Teaching,Yes
7613,F,76,Home Maker,No
7614,F,14,Home Maker,No
7615,F,56,Business,Yes
7616,M,62,Service,No
7617,F,0,Service,Yes
7618,M,78,Doctor,Yes
7619,F,16,Business,No
7620,M,44,Doctor,No
7621,F,27,Teaching,Yes
7622,M,80,Business,Yes
7623,F,70,Service,Yes
7624,F,63,Doctor,Yes
7625,F,39,Service,Yes
7626,F,47,Business,Yes
7627,M,71,Doctor,No
7628,F,35,Doctor,Yes
7629,F,60,Business,Yes
7630,F,18,Service,No
7631,F,67,Teaching,Yes
7632,M,82,Service,No
7633,M,14,Teaching,Yes
7634,F,22,Home Maker,No
7635,F,61,Doctor,No
7636,M,13,Business,No
7637,F,65,Service,Yes
7638,M,34,Doctor,Yes
7639,M,10,Business,Yes
7640,F,27,Business,Yes
7641,M,57,Doctor,Yes
7642,M,44,Business,Yes
7643,M,35,Service,No
7644,M,54,Business,Yes
7645,M,6,Service,Yes
7646,M,32,Teaching,Yes
7647,F,37,Home Maker,Yes
7648,M,13,Doctor,No
7649,F,27,Business,No
7650,F,52,Doctor,No
7651,M,32,Teaching,No
7652,M,23,Home Maker,No
7653,M,54,Business,Yes
7654,F,54,Home Maker,Yes
7655,F,10,Doctor,Yes
7656,F,57,Doctor,No
7657,M,19,Teaching,No
7658,F,64,Home Maker,Yes
7659,M,58,Business,Yes
7660,M,26,Home Maker,No
7661,M,1,Teaching,Yes
7662,M,56,Service,Yes
7663,F,12,Teaching,No
7664,M,72,Service,Yes
7665,M,11,Home Maker,Yes
7666,M,78,Business,No
7667,M,30,Teaching,No
7668,F,80,Service,Yes
7669,F,16,Home Maker,No
7670,F,9,Doctor,Yes
7671,M,30,Home Maker,Yes
7672,F,55,Business,Yes
7673,F,61,Service,Yes
7674,M,46,Home Maker,Yes
7675,M,82,Business,No
7676,F,68,Business,No
7677,M,41,Doctor,No
7678,M,56,Home Maker,Yes
7679,F,43,Service,No
7680,F,3,Home Maker,No
7681,M,78,Doctor,No
7682,M,42,Business,Yes
7683,M,42,Home Maker,No
7684,F,49,Teaching,No
7685,F,31,Business,Yes
7686,F,71,Home Maker,No
7687,M,44,Teaching,Yes
7688,M,54,Home Maker,Yes
7689,F,44,Doctor,Yes
7690,F,41,Home Maker,No
7691,M,36,Doctor,Yes
7692,M,61,Service,Yes
7693,M,66,Service,Yes
7694,M,81,Home Maker,Yes
7695,F,56,Service,Yes
7696,M,33,Teaching,No
7697,M,43,Business,No
7698,M,30,Service,Yes
7699,F,54,Teaching,Yes
7700,M,28,Home Maker,No
7701,M,64,Teaching,No
7702,M,24,Business,Yes
7703,F,72,Teaching,No
7704,M,40,Teaching,Yes
7705,M,48,Service,Yes
7706,M,36,Doctor,No
7707,M,47,Home Maker,No
7708,F,20,Business,Yes
7709,M,42,Home Maker,No
7710,M,83,Home Maker,No
7711,M,40,Home Maker,No
7712,F,53,Teaching,No
7713,M,20,Teaching,No
7714,M,36,Business,No
7715,M,60,Home Maker,Yes
7716,M,23,Business,No
7717,F,81,Teaching,Yes
7718,F,45,Teaching,No
7719,M,27,Business,No
7720,F,46,Service,No
7721,F,47,Business,No
7722,F,55,Business,Yes
7723,M,53,Doctor,No
7724,F,39,Doctor,No
7725,F,23,Business,Yes
7726,F,62,Service,No
7727,F,48,Doctor,Yes
7728,M,43,Service,Yes
7729,F,2,Home Maker,Yes
7730,M,23,Doctor,No
7731,F,5,Doctor,No
7732,F,55,Teaching,Yes
7733,F,48,Teaching,No
7734,F,10,Service,No
7735,M,73,Service,Yes
7736,M,32,Service,Yes
7737,M,4,Home Maker,Yes
7738,M,73,Home Maker,Yes
7739,F,17,Doctor,Yes
7740,M,60,Home Maker,Yes
7741,M,81,Home Maker,Yes
7742,F,30,Teaching,Yes
7743,F,46,Business,No
7744,F,15,Home Maker,Yes
7745,M,26,Doctor,No
7746,F,4,Business,Yes
7747,M,53,Business,Yes
7748,M,63,Service,Yes
7749,M,26,Service,Yes
7750,M,13,Teaching,Yes
7751,M,28,Service,No
7752,M,76,Home Maker,Yes
7753,F,58,Business,Yes
7754,M,18,Home Maker,No
7755,F,10,Service,No
7756,M,25,Home Maker,No
7757,M,23,Doctor,Yes
7758,F,16,Teaching,No
7759,M,34,Business,No
7760,F,46,Business,No
7761,M,76,Service,Yes
7762,M,47,Teaching,No
7763,M,61,Business,Yes
7764,F,14,Home Maker,Yes
7765,M,78,Service,Yes
7766,M,78,Doctor,Yes
7767,F,35,Teaching,No
7768,M,72,Doctor,Yes
7769,M,77,Home Maker,No
7770,F,69,Teaching,No
7771,F,20,Business,Yes
7772,F,26,Doctor,No
7773,F,82,Business,Yes
7774,M,40,Doctor,Yes
7775,M,54,Business,Yes
7776,F,83,Business,Yes
7777,M,53,Service,Yes
7778,F,54,Service,No
7779,F,10,Doctor,No
7780,M,16,Home Maker,No
7781,M,33,Business,Yes
7782,M,39,Business,Yes
7783,M,10,Home Maker,No
7784,F,32,Home Maker,Yes
7785,M,1,Service,Yes
7786,F,29,Service,No
7787,F,55,Teaching,No
7788,M,44,Doctor,Yes
7789,F,25,Business,No
7790,M,32,Teaching,No
7791,M,38,Teaching,Yes
7792,M,19,Business,Yes
7793,M,42,Service,Yes
7794,M,55,Business,Yes
7795,M,12,Home Maker,No
7796,F,8,Teaching,Yes
7797,F,26,Home Maker,Yes
7798,F,19,Teaching,Yes
7799,M,75,Home Maker,Yes
7800,F,43,Doctor,Yes
7801,M,18,Doctor,Yes
7802,M,29,Doctor,No
7803,F,33,Teaching,Yes
7804,M,53,Service,No
7805,M,14,Service,No
7806,M,9,Teaching,Yes
7807,M,61,Teaching,Yes
7808,M,72,Business,Yes
7809,M,15,Teaching,No
7810,M,76,Business,No
7811,M,79,Doctor,No
7812,M,45,Business,Yes
7813,F,17,Service,Yes
7814,M,64,Doctor,No
7815,M,35,Business,No
7816,F,59,Doctor,No
7817,F,10,Business,No
7818,F,1,Business,Yes
7819,M,78,Service,No
7820,M,31,Service,Yes
7821,M,40,Teaching,Yes
7822,F,39,Service,Yes
7823,M,25,Service,No
7824,F,69,Home Maker,No
7825,M,13,Home Maker,No
7826,M,6,Teaching,No
7827,F,2,Business,Yes
7828,M,67,Business,Yes
7829,M,27,Business,Yes
7830,M,7,Home Maker,Yes
7831,M,77,Home Maker,Yes
7832,F,70,Home Maker,Yes
7833,F,25,Doctor,Yes
7834,F,57,Doctor,No
7835,M,23,Doctor,No
7836,M,9,Service,Yes
7837,M,71,Doctor,No
7838,F,76,Business,No
7839,F,29,Service,No
7840,F,8,Teaching,Yes
7841,M,64,Home Maker,No
7842,M,25,Business,No
7843,M,17,Teaching,Yes
7844,F,35,Service,Yes
7845,M,39,Teaching,No
7846,M,30,Service,Yes
7847,M,49,Home Maker,No
7848,M,34,Home Maker,No
7849,M,82,Service,No
7850,M,54,Service,Yes
7851,M,32,Home Maker,Yes
7852,F,31,Teaching,Yes
7853,F,82,Business,No
7854,M,37,Home Maker,Yes
7855,M,3,Service,Yes
7856,F,57,Service,Yes
7857,M,57,Teaching,Yes
7858,M,2,Teaching,No
7859,M,6,Doctor,Yes
7860,M,21,Teaching,No
7861,M,35,Doctor,No
7862,M,28,Business,No
7863,F,74,Teaching,No
7864,M,4,Doctor,Yes
7865,F,77,Doctor,No
7866,F,78,Service,No
7867,F,2,Service,No
7868,F,26,Teaching,Yes
7869,M,17,Business,No
7870,F,25,Teaching,No
7871,M,57,Service,Yes
7872,M,17,Home Maker,Yes
7873,F,56,Teaching,Yes
7874,M,53,Business,No
7875,F,31,Doctor,Yes
7876,F,37,Service,Yes
7877,M,75,Teaching,No
7878,F,35,Business,No
7879,F,78,Teaching,No
7880,F,57,Service,Yes
7881,M,68,Doctor,Yes
7882,M,16,Business,Yes
7883,F,24,Doctor,Yes
7884,F,32,Doctor,Yes
7885,F,65,Business,Yes
7886,F,42,Business,Yes
7887,M,4,Doctor,Yes
7888,M,61,Home Maker,No
7889,M,56,Business,No
7890,F,60,Service,No
7891,M,67,Service,No
7892,F,8,Doctor,No
7893,F,15,Teaching,Yes
7894,M,49,Doctor,No
7895,F,53,Doctor,Yes
7896,M,6,Doctor,No
7897,F,58,Business,Yes
7898,M,25,Service,No
7899,F,27,Service,No
7900,F,54,Home Maker,No
7901,M,83,Teaching,Yes
7902,F,10,Service,No
7903,F,47,Service,No
7904,M,73,Business,Yes
7905,M,14,Business,Yes
7906,M,2,Teaching,Yes
7907,F,7,Business,No
7908,F,3,Business,Yes
7909,F,3,Doctor,Yes
7910,F,53,Home Maker,No
7911,F,14,Doctor,Yes
7912,F,10,Home Maker,No
7913,M,73,Business,No
7914,F,13,Teaching,Yes
7915,F,2,Home Maker,No
7916,M,67,Business,No
7917,M,6,Home Maker,Yes
7918,F,47,Teaching,No
7919,M,55,Service,Yes
7920,F,69,Teaching,No
7921,M,55,Service,No
7922,M,20,Service,No
7923,F,8,Teaching,Yes
7924,M,31,Business,Yes
7925,M,46,Service,Yes
7926,M,28,Service,No
7927,M,77,Business,No
7928,M,64,Home Maker,No
7929,M,81,Home Maker,No
7930,F,56,Home Maker,No
7931,M,81,Business,No
7932,M,77,Business,No
7933,F,36,Home Maker,Yes
7934,F,68,Home Maker,No
7935,F,54,Service,Yes
7936,M,66,Teaching,Yes
7937,F,67,Teaching,Yes
7938,M,43,Doctor,Yes
7939,M,80,Teaching,No
7940,F,12,Doctor,No
7941,M,14,Doctor,Yes
7942,F,36,Home Maker,No
7943,F,45,Home Maker,Yes
7944,M,54,Teaching,No
7945,M,13,Doctor,Yes
7946,F,63,Doctor,No
7947,F,42,Business,Yes
7948,M,35,Business,No
7949,M,22,Doctor,No
7950,M,44,Home Maker,Yes
7951,M,44,Home Maker,No
7952,F,0,Business,No
7953,F,80,Doctor,Yes
7954,F,13,Service,Yes
7955,M,68,Business,No
7956,F,34,Doctor,Yes
7957,F,46,Home Maker,Yes
7958,M,50,Doctor,No
7959,F,44,Service,No
7960,F,2,Business,Yes
7961,M,6,Service,Yes
7962,M,66,Business,No
7963,M,70,Doctor,No
7964,M,80,Teaching,No
7965,F,81,Home Maker,No
7966,M,73,Business,Yes
7967,M,74,Home Maker,No
7968,F,59,Home Maker,Yes
7969,M,47,Home Maker,Yes
7970,M,64,Doctor,No
7971,F,81,Doctor,Yes
7972,M,70,Home Maker,Yes
7973,F,29,Home Maker,No
7974,F,51,Doctor,No
7975,M,43,Doctor,Yes
7976,F,28,Service,No
7977,F,29,Teaching,Yes
7978,M,36,Doctor,Yes
7979,M,46,Teaching,No
7980,F,31,Home Maker,No
7981,M,39,Service,Yes
7982,F,4,Home Maker,Yes
7983,M,59,Home Maker,Yes
7984,F,62,Home Maker,No
7985,M,31,Business,Yes
7986,M,24,Business,Yes
7987,F,24,Doctor,No
7988,M,75,Teaching,Yes
7989,M,51,Home Maker,No
7990,M,67,Service,Yes
7991,M,70,Doctor,Yes
7992,M,65,Service,Yes
7993,F,25,Teaching,No
7994,M,8,Teaching,Yes
7995,M,10,Home Maker,Yes
7996,F,24,Business,Yes
7997,F,46,Doctor,Yes
7998,M,15,Home Maker,Yes
7999,M,55,Service,No
8000,F,46,Service,Yes
8001,F,21,Home Maker,Yes
8002,M,29,Home Maker,Yes
8003,F,81,Doctor,No
8004,F,3,Teaching,No
8005,F,5,Home Maker,No
8006,F,16,Service,No
8007,F,17,Doctor,No
8008,M,83,Service,No
8009,F,9,Home Maker,Yes
8010,M,24,Home Maker,Yes
8011,F,38,Teaching,Yes
8012,M,45,Business,No
8013,F,48,Home Maker,Yes
8014,F,47,Business,No
8015,F,80,Doctor,Yes
8016,F,11,Service,Yes
8017,M,27,Home Maker,Yes
8018,M,40,Home Maker,Yes
8019,F,23,Home Maker,Yes
8020,F,77,Service,No
8021,F,61,Business,No
8022,F,77,Business,Yes
8023,F,63,Service,Yes
8024,F,56,Business,Yes
8025,M,27,Home Maker,No
8026,M,12,Business,Yes
8027,M,52,Doctor,Yes
8028,F,52,Teaching,No
8029,F,68,Business,Yes
8030,F,53,Service,Yes
8031,M,3,Business,No
8032,M,12,Service,Yes
8033,M,37,Home Maker,Yes
8034,F,70,Doctor,Yes
8035,M,48,Service,No
8036,F,62,Home Maker,No
8037,M,53,Doctor,Yes
8038,M,69,Service,No
8039,F,79,Doctor,Yes
8040,F,60,Business,No
8041,F,27,Home Maker,No
8042,F,21,Service,No
8043,M,79,Teaching,Yes
8044,M,81,Home Maker,No
8045,F,29,Doctor,No
8046,M,14,Teaching,No
8047,F,71,Doctor,No
8048,F,54,Home Maker,Yes
8049,M,33,Teaching,Yes
8050,F,32,Doctor,No
8051,M,4,Service,Yes
8052,F,53,Service,No
8053,F,6,Service,Yes
8054,F,47,Business,Yes
8055,M,79,Service,No
8056,M,56,Home Maker,No
8057,F,70,Service,No
8058,F,7,Home Maker,Yes
8059,F,59,Home Maker,No
8060,M,48,Teaching,No
8061,F,63,Business,No
8062,F,58,Doctor,Yes
8063,F,10,Doctor,Yes
8064,M,60,Teaching,Yes
8065,F,76,Doctor,No
8066,F,54,Doctor,No
8067,M,45,Teaching,No
8068,F,62,Teaching,No
8069,F,0,Doctor,No
8070,F,0,Doctor,Yes
8071,F,83,Doctor,Yes
8072,M,69,Business,No
8073,F,6,Service,Yes
8074,M,65,Service,Yes
8075,M,78,Doctor,No
8076,M,53,Teaching,Yes
8077,F,44,Doctor,Yes
8078,F,55,Home Maker,Yes
8079,F,42,Doctor,Yes
8080,F,42,Home Maker,Yes
8081,M,40,Doctor,No
8082,F,71,Service,Yes
8083,M,3,Business,Yes
8084,F,58,Teaching,No
8085,M,10,Doctor,Yes
8086,M,71,Doctor,Yes
8087,M,72,Doctor,No
8088,F,3,Doctor,Yes
8089,F,13,Home Maker,Yes
8090,F,5,Home Maker,Yes
8091,F,56,Teaching,No
8092,F,34,Home Maker,Yes
8093,M,39,Business,No
8094,F,23,Teaching,No
8095,F,2,Teaching,Yes
8096,F,3,Home Maker,No
8097,F,55,Service,Yes
8098,F,61,Service,Yes
8099,M,57,Teaching,No
8100,M,35,Service,No
8101,M,1,Doctor,No
8102,M,68,Service,No
8103,M,29,Home Maker,No
8104,F,25,Business,Yes
8105,F,11,Business,No
8106,F,53,Doctor,No
8107,M,40,Service,Yes
8108,M,16,Home Maker,Yes
8109,F,55,Service,Yes
8110,M,13,Service,Yes
8111,F,20,Business,Yes
8112,M,24,Service,No
8113,M,78,Service,Yes
8114,M,9,Business,No
8115,M,72,Home Maker,No
8116,M,73,Home Maker,No
8117,F,43,Service,Yes
8118,F,12,Doctor,Yes
8119,M,32,Home Maker,No
8120,M,37,Service,Yes
8121,M,26,Home Maker,Yes
8122,F,41,Service,No
8123,M,29,Teaching,Yes
8124,F,79,Teaching,No
8125,F,38,Home Maker,No
8126,M,25,Home Maker,No
8127,F,37,Business,No
8128,F,36,Service,No
8129,M,1,Business,No
8130,M,20,Business,Yes
8131,F,25,Doctor,Yes
8132,M,30,Teaching,No
8133,M,32,Business,Yes
8134,M,8,Doctor,Yes
8135,F,64,Doctor,No
8136,F,78,Home Maker,No
8137,F,24,Teaching,No
8138,M,59,Doctor,No
8139,M,75,Doctor,Yes
8140,F,15,Teaching,No
8141,F,42,Home Maker,No
8142,F,44,Home Maker,Yes
8143,M,68,Doctor,Yes
8144,M,24,Service,Yes
8145,M,10,Home Maker,No
8146,M,13,Doctor,Yes
8147,F,54,Doctor,No
8148,F,36,Home Maker,Yes
8149,F,10,Business,Yes
8150,F,59,Home Maker,No
8151,F,33,Teaching,Yes
8152,M,31,Service,No
8153,M,66,Doctor,No
8154,F,62,Service,No
8155,M,32,Doctor,Yes
8156,F,38,Service,Yes
8157,M,17,Service,No
8158,M,56,Home Maker,No
8159,F,60,Service,No
8160,F,44,Home Maker,No
8161,F,79,Home Maker,No
8162,M,76,Teaching,Yes
8163,F,22,Business,No
8164,F,83,Teaching,Yes
8165,M,74,Business,No
8166,F,52,Doctor,No
8167,F,21,Home Maker,Yes
8168,M,82,Business,Yes
8169,M,34,Doctor,No
8170,M,60,Teaching,No
8171,M,82,Home Maker,Yes
8172,M,12,Teaching,Yes
8173,M,79,Business,Yes
8174,F,60,Service,Yes
8175,M,67,Service,Yes
8176,F,29,Teaching,No
8177,F,45,Home Maker,Yes
8178,M,74,Home Maker,No
8179,M,8,Doctor,No
8180,F,3,Doctor,No
8181,F,69,Business,No
8182,M,10,Teaching,No
8183,M,66,Doctor,No
8184,F,27,Business,Yes
8185,F,22,Service,Yes
8186,F,40,Doctor,Yes
8187,M,11,Doctor,Yes
8188,M,1,Service,Yes
8189,F,6,Business,Yes
8190,F,10,Business,Yes
8191,M,13,Home Maker,No
8192,F,51,Doctor,No
8193,F,76,Service,Yes
8194,F,47,Doctor,No
8195,M,65,Teaching,Yes
8196,M,44,Home Maker,No
8197,F,69,Service,Yes
8198,F,66,Home Maker,No
8199,F,55,Business,No
8200,M,75,Business,Yes
8201,F,24,Teaching,No
8202,F,60,Service,No
8203,M,22,Doctor,Yes
8204,M,82,Business,No
8205,F,43,Home Maker,Yes
8206,M,66,Business,No
8207,M,68,Teaching,Yes
8208,F,61,Doctor,No
8209,M,74,Business,No
8210,F,67,Business,Yes
8211,M,20,Home Maker,Yes
8212,F,51,Business,Yes
8213,F,57,Teaching,Yes
8214,M,49,Teaching,No
8215,F,75,Service,Yes
8216,F,62,Teaching,No
8217,M,11,Business,Yes
8218,F,44,Doctor,No
8219,F,43,Service,Yes
8220,F,25,Business,No
8221,F,14,Home Maker,No
8222,M,80,Business,No
8223,F,60,Home Maker,Yes
8224,M,51,Home Maker,Yes
8225,M,3,Home Maker,No
8226,M,28,Teaching,Yes
8227,F,52,Teaching,No
8228,M,58,Teaching,Yes
8229,M,5,Home Maker,Yes
8230,F,5,Home Maker,No
8231,F,70,Service,No
8232,M,33,Home Maker,Yes
8233,M,52,Doctor,No
8234,F,9,Doctor,Yes
8235,F,49,Doctor,Yes
8236,M,68,Service,Yes
8237,M,40,Home Maker,Yes
8238,M,19,Teaching,Yes
8239,F,17,Doctor,Yes
8240,M,53,Business,Yes
8241,F,48,Teaching,No
8242,F,19,Doctor,Yes
8243,F,15,Doctor,No
8244,F,25,Service,No
8245,F,10,Service,Yes
8246,M,57,Teaching,No
8247,M,53,Home Maker,No
8248,M,61,Doctor,No
8249,M,23,Doctor,Yes
8250,F,31,Doctor,Yes
8251,M,63,Business,No
8252,M,64,Doctor,No
8253,F,82,Service,Yes
8254,M,17,Home Maker,No
8255,M,75,Teaching,Yes
8256,F,4,Business,Yes
8257,F,0,Teaching,Yes
8258,F,61,Business,No
8259,M,59,Home Maker,No
8260,M,14,Business,No
8261,M,82,Business,No
8262,F,32,Service,Yes
8263,F,34,Teaching,Yes
8264,F,10,Home Maker,No
8265,F,83,Business,Yes
8266,M,26,Home Maker,Yes
8267,M,49,Business,Yes
8268,M,21,Doctor,Yes
8269,M,65,Service,Yes
8270,F,39,Business,Yes
8271,F,23,Home Maker,No
8272,M,36,Home Maker,Yes
8273,F,60,Service,No
8274,F,19,Business,No
8275,F,8,Business,Yes
8276,F,30,Service,No
8277,M,50,Doctor,No
8278,M,4,Teaching,Yes
8279,F,51,Home Maker,Yes
8280,M,29,Business,Yes
8281,F,68,Service,No
8282,M,73,Doctor,No
8283,M,58,Teaching,No
8284,F,72,Service,No
8285,F,30,Business,Yes
8286,M,69,Home Maker,Yes
8287,M,1,Teaching,Yes
8288,M,70,Doctor,Yes
8289,F,81,Home Maker,Yes
8290,M,21,Teaching,No
8291,M,2,Teaching,No
8292,F,71,Teaching,Yes
8293,F,3,Business,No
8294,F,48,Business,Yes
8295,F,64,Doctor,No
8296,M,37,Service,Yes
8297,F,60,Doctor,No
8298,F,66,Home Maker,Yes
8299,F,42,Home Maker,Yes
8300,F,3,Teaching,No
8301,M,60,Teaching,No
8302,M,24,Doctor,Yes
8303,F,20,Doctor,No
8304,M,62,Service,No
8305,M,6,Home Maker,Yes
8306,F,0,Business,Yes
8307,M,50,Home Maker,Yes
8308,M,63,Doctor,Yes
8309,M,64,Business,Yes
8310,F,45,Home Maker,Yes
8311,M,61,Doctor,No
8312,F,26,Service,Yes
8313,F,15,Business,No
8314,F,55,Teaching,No
8315,F,41,Teaching,No
8316,F,4,Teaching,Yes
8317,M,10,Home Maker,Yes
8318,M,46,Business,No
8319,F,76,Service,Yes
